GEMS Station Number;Local Station Number;Country Name;Water Type;Station Identifier;Station Narrative;Water Body Name;Main Basin;Upstream Basin Area;Elevation;Monitoring Type;Date Station Opened;Responsible Collection Agency;Latitude;Longitude;River Width;Discharge;Max. Depth;Lake Area;Lake Volume;Average Retention;Area of Aquifer;Depth of Impermeable Lining;Production Zone;Mean Abstraction Rate;Mean Abstraction Level
GRC01274;EL08150832;Greece;Groundwater station;B2;;;;;80;TREND;;European Environment Agency;39,39422;22,78862;;;;;;;;;;;
GRC01275;EL08150885;Greece;Groundwater station;GK5;;;;;49;TREND;;European Environment Agency;39,49573;22,88617;;;;;;;;;;;
GRC01276;EL08150886;Greece;Groundwater station;YG1 88;;;;;63;TREND;;European Environment Agency;39,51472;22,83023;;;;;;;;;;;
GRC01277;EL08160833;Greece;Groundwater station;PK;;;;;56;TREND;;European Environment Agency;39,14968;22,81521;;;;;;;;;;;
GRC01278;EL08170834;Greece;Groundwater station;P3;;;;;747;TREND;;European Environment Agency;39,39344;23,00464;;;;;;;;;;;
GRC01279;EL08180822;Greece;Groundwater station;FA61;;;;;141;TREND;;European Environment Agency;39,31231;22,42168;;;;;;;;;;;
GRC01280;EL08180856;Greece;Groundwater station;FA531;;;;;117;TREND;;European Environment Agency;39,29735;22,31402;;;;;;;;;;;
GRC01281;EL08190828;Greece;Groundwater station;BLG1;;;;;193;TREND;;European Environment Agency;39,37835;22,73623;;;;;;;;;;;
GRC01282;EL08200824;Greece;Groundwater station;08 G3;;;;;384;TREND;;European Environment Agency;39,10691;22,41963;;;;;;;;;;;
GRC01283;EL08200887;Greece;Groundwater station;D G33;;;;;476;TREND;;European Environment Agency;39,0899;22,18166;;;;;;;;;;;
GRC01284;EL08200888;Greece;Groundwater station;D G64;;;;;455;TREND;;European Environment Agency;39,07952;22,22126;;;;;;;;;;;
GRC01285;EL08200889;Greece;Groundwater station;D G225;;;;;502;TREND;;European Environment Agency;39,03294;22,33295;;;;;;;;;;;
GRC01286;EL08200890;Greece;Groundwater station;D G262;;;;;491;TREND;;European Environment Agency;39,09072;22,27276;;;;;;;;;;;
GRC01287;EL08200891;Greece;Groundwater station;D G345;;;;;463;TREND;;European Environment Agency;39,06537;22,29376;;;;;;;;;;;
GRC01288;EL08200892;Greece;Groundwater station;D G369;;;;;454;TREND;;European Environment Agency;39,04296;22,24539;;;;;;;;;;;
GRC01289;EL08210837;Greece;Groundwater station;EG10;;;;;252;TREND;;European Environment Agency;39,8584;22,1752;;;;;;;;;;;
GRC01290;EL09010901;Greece;Groundwater station;48;;;;;889;TREND;;European Environment Agency;40,63317;21,18284;;;;;;;;;;;
GRC01291;EL09010902;Greece;Groundwater station;GP15;;;;;792;TREND;;European Environment Agency;40,56041;21,19181;;;;;;;;;;;
GRC01292;EL09010903;Greece;Groundwater station;54;;;;;759;TREND;;European Environment Agency;40,54688;21,18555;;;;;;;;;;;
GRC01293;EL09010904;Greece;Groundwater station;55;;;;;650;TREND;;European Environment Agency;40,50467;21,21872;;;;;;;;;;;
GRC01294;EL09010964;Greece;Groundwater station;OPAGIA2;;;LAKE PRESPA;;851;TREND;;European Environment Agency;40,8047;21,1103;;;;;;;;;;;
GRC01295;EL09020931;Greece;Groundwater station;YKS053;;;;;638;TREND;;European Environment Agency;40,52348;21,34311;;;;;;;;;;;
GRC01296;EL09020943;Greece;Groundwater station;YKS02;;;;;637;TREND;;European Environment Agency;40,56617;21,29449;;;;;;;;;;;
GRC01297;EL09020960;Greece;Groundwater station;M276;;;;;694;TREND;;European Environment Agency;40,5009;21,1593;;;;;;;;;;;
GRC01298;EL09020961;Greece;Groundwater station;M277;;;;;689;TREND;;European Environment Agency;40,50385;21,168;;;;;;;;;;;
GRC01299;EL09020963;Greece;Groundwater station;GEWT KWSTARAZIOY KAS;;;;;647;TREND;;European Environment Agency;40,43014;21,30709;;;;;;;;;;;
GRC01300;EL09020965;Greece;Groundwater station;YKS10;;;;;638;TREND;;European Environment Agency;40,474;21,30999;;;;;;;;;;;
GRC01301;EL09020966;Greece;Groundwater station;YKS30;;;;;678;TREND;;European Environment Agency;40,50788;21,37052;;;;;;;;;;;
GRC01302;EL09020968;Greece;Groundwater station;YKS40;;;;;612;TREND;;European Environment Agency;40,43639;21,28009;;;;;;;;;;;
GRC01303;EL09030906;Greece;Groundwater station;B21;;;;;583;TREND;;European Environment Agency;40,30308;21,47405;;;;;;;;;;;
GRC01304;EL09030907;Greece;Groundwater station;B9;;;;;588;TREND;;European Environment Agency;40,1374;21,46738;;;;;;;;;;;
GRC01305;EL09030908;Greece;Groundwater station;EP8;;;;;590;TREND;;European Environment Agency;40,11547;21,42852;;;;;;;;;;;
GRC01306;EL09030942;Greece;Groundwater station;YGR25;;;;;542;TREND;;European Environment Agency;40,15681;21,49004;;;;;;;;;;;
GRC01307;EL09030962;Greece;Groundwater station;GP10;;;;;692;TREND;;European Environment Agency;40,1812;21,5157;;;;;;;;;;;
GRC01308;EL09030963;Greece;Groundwater station;GP10;;;;;640;TREND;;European Environment Agency;40,25992;21,37938;;;;;;;;;;;
GRC01309;EL09030969;Greece;Groundwater station;YGR02;;;;;567;TREND;;European Environment Agency;40,07633;21,413;;;;;;;;;;;
GRC01310;EL09030970;Greece;Groundwater station;YGR03;;;;;600;TREND;;European Environment Agency;40,07317;21,43467;;;;;;;;;;;
GRC01311;EL09030971;Greece;Groundwater station;YGR06;;;;;611;TREND;;European Environment Agency;40,18183;21,46583;;;;;;;;;;;
GRC01312;EL09030973;Greece;Groundwater station;YMK01;;;;;602;TREND;;European Environment Agency;40,26967;21,48783;;;;;;;;;;;
GRC01313;EL09030974;Greece;Groundwater station;YMK02;;;;;651;TREND;;European Environment Agency;40,29567;21,497;;;;;;;;;;;
GRC01314;EL09030975;Greece;Groundwater station;YMK03;;;;;583;TREND;;European Environment Agency;40,29133;21,47033;;;;;;;;;;;
GRC01315;EL09040905;Greece;Groundwater station;09 G11;;;VARDAR;;625;TREND;;European Environment Agency;40,78361;21,47738;;;;;;;;;;;
GRC01316;EL09040932;Greece;Groundwater station;YFL061;;;VARDAR;;595;TREND;;European Environment Agency;40,88242;21,4559;;;;;;;;;;;
GRC01317;EL09040933;Greece;Groundwater station;YFL059;;;VARDAR;;620;TREND;;European Environment Agency;40,81794;21,52732;;;;;;;;;;;
GRC01318;EL09040947;Greece;Groundwater station;YFL03;;;VARDAR;;642;TREND;;European Environment Agency;40,77833;21,4935;;;;;;;;;;;
GRC01319;EL09040948;Greece;Groundwater station;YFL45;;;VARDAR;;592;TREND;;European Environment Agency;40,86305;21,48825;;;;;;;;;;;
GRC01320;EL09040950;Greece;Groundwater station;YFL60;;;VARDAR;;646;TREND;;European Environment Agency;40,77525;21,56247;;;;;;;;;;;
GRC01321;EL09050909;Greece;Groundwater station;09 G12;;;;;602;TREND;;European Environment Agency;40,65526;21,64586;;;;;;;;;;;
GRC01322;EL09050910;Greece;Groundwater station;09 G14;;;;;592;TREND;;European Environment Agency;40,63548;21,61082;;;;;;;;;;;
GRC01323;EL09050940;Greece;Groundwater station;YAM55;;;;;583;TREND;;European Environment Agency;40,711;21,66433;;;;;;;;;;;
GRC01324;EL09060911;Greece;Groundwater station;AEBAL;;;;;591;TREND;;European Environment Agency;40,50442;21,70266;;;;;;;;;;;
GRC01325;EL09060915;Greece;Groundwater station;09 G7;;;;;651;TREND;;European Environment Agency;40,39166;21,84749;;;;;;;;;;;
GRC01326;EL09060934;Greece;Groundwater station;YPT050;;;;;606;TREND;;European Environment Agency;40,49896;21,65234;;;;;;;;;;;
GRC01327;EL09060935;Greece;Groundwater station;YPT049;;;;;575;TREND;;European Environment Agency;40,58648;21,71552;;;;;;;;;;;
GRC01328;EL09060944;Greece;Groundwater station;YPT10;;;;;551;TREND;;European Environment Agency;40,6265;21,74216;;;;;;;;;;;
GRC01329;EL09060945;Greece;Groundwater station;YSR10;;;;;672;TREND;;European Environment Agency;40,418;21,769;;;;;;;;;;;
GRC01330;EL09060946;Greece;Groundwater station;YSR11;;;;;662;TREND;;European Environment Agency;40,399;21,788;;;;;;;;;;;
GRC01331;EL09060976;Greece;Groundwater station;YPT09;;;;;575;TREND;;European Environment Agency;40,59617;21,7345;;;;;;;;;;;
GRC01332;EL09060977;Greece;Groundwater station;YPT20;;;;;599;TREND;;European Environment Agency;40,52;21,7275;;;;;;;;;;;
GRC01333;EL09060978;Greece;Groundwater station;YPT22;;;;;589;TREND;;European Environment Agency;40,51567;21,712;;;;;;;;;;;
GRC01334;EL09060980;Greece;Groundwater station;YSR03;;;;;653;TREND;;European Environment Agency;40,38966;21,81117;;;;;;;;;;;
GRC01335;EL09060982;Greece;Groundwater station;YSR36;;;;;668;TREND;;European Environment Agency;40,3994;21,88832;;;;;;;;;;;
GRC01336;EL09070916;Greece;Groundwater station;P23;;;;;495;TREND;;European Environment Agency;40,28878;21,95676;;;;;;;;;;;
GRC01337;EL09080912;Greece;Groundwater station;PBD01;;;;;501;TREND;;European Environment Agency;40,80984;21,90266;;;;;;;;;;;
GRC01338;EL09080913;Greece;Groundwater station;KBK 02;;;;;553;TREND;;European Environment Agency;40,796;21,90017;;;;;;;;;;;
GRC01339;EL09080914;Greece;Groundwater station;P54;;;;;631;TREND;;European Environment Agency;40,68731;21,81367;;;;;;;;;;;
GRC01340;EL09080941;Greece;Groundwater station;YAR03;;;;;539;TREND;;European Environment Agency;40,80332;21,82874;;;;;;;;;;;
GRC01341;EL09080942;Greece;Groundwater station;KBD11;;;;;606;TREND;;European Environment Agency;40,806;21,846;;;;;;;;;;;
GRC01342;EL09090920;Greece;Groundwater station;PAB11;;;;;46;TREND;;European Environment Agency;40,76783;22,1215;;;;;;;;;;;
GRC01343;EL09090951;Greece;Groundwater station;KAB01;;;;;529;TREND;;European Environment Agency;40,79803;21,99501;;;;;;;;;;;
GRC01344;EL09100921;Greece;Groundwater station;PAB08;;;;;160;TREND;;European Environment Agency;40,62987;22,09918;;;;;;;;;;;
GRC01345;EL09100922;Greece;Groundwater station;PAB06;;;;;498;TREND;;European Environment Agency;40,60917;22,043;;;;;;;;;;;
GRC01346;EL09100939;Greece;Groundwater station;PAB09;;;;;87;TREND;;European Environment Agency;40,63406;22,1258;;;;;;;;;;;
GRC01347;EL09110936;Greece;Groundwater station;KAB03;;;;;509;TREND;;European Environment Agency;40,49548;22,14397;;;;;;;;;;;
GRC01348;EL09120917;Greece;Groundwater station;3;;;;;119;TREND;;European Environment Agency;40,97226;22,12676;;;;;;;;;;;
GRC01349;EL09120918;Greece;Groundwater station;5;;;;;103;TREND;;European Environment Agency;40,94085;22,09889;;;;;;;;;;;
GRC01350;EL09120949;Greece;Groundwater station;AL51;;;;;147;TREND;;European Environment Agency;40,9116;22,03862;;;;;;;;;;;
GRC01351;EL09120950;Greece;Groundwater station;AL13;;;;;149;TREND;;European Environment Agency;40,94215;22,02911;;;;;;;;;;;
GRC01352;EL09120951;Greece;Groundwater station;AL42;;;;;143;TREND;;European Environment Agency;41,01578;22,13346;;;;;;;;;;;
GRC01353;EL09130923;Greece;Groundwater station;31;;;;;65;TREND;;European Environment Agency;40,53861;22,23265;;;;;;;;;;;
GRC01354;EL09130924;Greece;Groundwater station;82;;;;;43;TREND;;European Environment Agency;40,50676;22,40451;;;;;;;;;;;
GRC01355;EL09130952;Greece;Groundwater station;H133A;;;;;42;TREND;;European Environment Agency;40,59558;22,21191;;;;;;;;;;;
GRC01356;EL09130953;Greece;Groundwater station;H325;;;;;14;TREND;;European Environment Agency;40,5501;22,3858;;;;;;;;;;;
GRC01357;EL09130954;Greece;Groundwater station;H343;;;;;7;TREND;;European Environment Agency;40,56832;22,44962;;;;;;;;;;;
GRC01358;EL09130955;Greece;Groundwater station;M270;;;;;37;TREND;;European Environment Agency;40,52359;22,52596;;;;;;;;;;;
GRC01359;EL09130958;Greece;Groundwater station;P562A;;;VARDAR;;74;TREND;;European Environment Agency;40,79742;22,55544;;;;;;;;;;;
GRC01360;EL09131037;Greece;Groundwater station;TH G232;;;;;0;TREND;;European Environment Agency;40,55197;22,60304;;;;;;;;;;;
GRC01361;EL09140925;Greece;Groundwater station;16;;;;;82;TREND;;European Environment Agency;40,19206;22,44969;;;;;;;;;;;
GRC01362;EL09140929;Greece;Groundwater station;19;;;;;2;TREND;;European Environment Agency;40,16615;22,50294;;;;;;;;;;;
GRC01363;EL09140930;Greece;Groundwater station;15;;;;;155;TREND;;European Environment Agency;40,12345;22,52014;;;;;;;;;;;
GRC01364;EL09150926;Greece;Groundwater station;17;;;;;0;TREND;;European Environment Agency;40,37797;22,6296;;;;;;;;;;;
GRC01365;EL09150927;Greece;Groundwater station;YEB1;;;;;40;TREND;;European Environment Agency;40,29783;22,52647;;;;;;;;;;;
GRC01366;EL09150928;Greece;Groundwater station;YEB2;;;;;24;TREND;;European Environment Agency;40,27588;22,53707;;;;;;;;;;;
GRC01367;EL09150959;Greece;Groundwater station;M270;;;;;20;TREND;;European Environment Agency;40,31328;22,57148;;;;;;;;;;;
GRC01368;EL09160937;Greece;Groundwater station;M267;;;;;62;TREND;;European Environment Agency;40,49469;22,52433;;;;;;;;;;;
GRC01369;EL09160938;Greece;Groundwater station;KT63;;;;;119;TREND;;European Environment Agency;40,38172;22,55343;;;;;;;;;;;
GRC01370;EL09160957;Greece;Groundwater station;P334;;;;;30;TREND;;European Environment Agency;40,33136;22,57363;;;;;;;;;;;
GRC01371;EL09160983;Greece;Groundwater station;P525A;;;;;29;TREND;;European Environment Agency;40,50793;22,52469;;;;;;;;;;;
GRC01372;EL09160984;Greece;Groundwater station;P414A;;;;;13;TREND;;European Environment Agency;40,35969;22,6129;;;;;;;;;;;
GRC01373;EL09160985;Greece;Groundwater station;P263;;;;;12;TREND;;European Environment Agency;40,29631;22,58185;;;;;;;;;;;
GRC01374;EL09160986;Greece;Groundwater station;P243;;;;;100;TREND;;European Environment Agency;40,35817;22,55728;;;;;;;;;;;
GRC01375;EL09160987;Greece;Groundwater station;KT378;;;;;160;TREND;;European Environment Agency;40,25793;22,35157;;;;;;;;;;;
GRC01376;EL09160988;Greece;Groundwater station;P427;;;;;120;TREND;;European Environment Agency;40,4351;22,57087;;;;;;;;;;;
GRC01377;EL09180952;Greece;Groundwater station;YTR14;;;;;507;TREND;;European Environment Agency;39,9012;21,61219;;;;;;;;;;;
GRC01378;EL09230953;Greece;Groundwater station;YGA05;;;;;645;TREND;;European Environment Agency;40,53829;21,58256;;;;;;;;;;;
GRC01379;EL10011001;Greece;Groundwater station;9;;;;;14;TREND;;European Environment Agency;40,73778;22,22535;;;;;;;;;;;
GRC01380;EL10011004;Greece;Groundwater station;10 G1;;;;;12;TREND;;European Environment Agency;40,78979;22,28259;;;;;;;;;;;
GRC01381;EL10011005;Greece;Groundwater station;10 G2;;;;;1;TREND;;European Environment Agency;40,70103;22,38598;;;;;;;;;;;
GRC01382;EL10011009;Greece;Groundwater station;200;;;;;9;TREND;;European Environment Agency;40,74717;22,53054;;;;;;;;;;;
GRC01383;EL10011011;Greece;Groundwater station;18;;;;;4;TREND;;European Environment Agency;40,64119;22,5402;;;;;;;;;;;
GRC01384;EL10011049;Greece;Groundwater station;THG242;;;VARDAR;;6;TREND;;European Environment Agency;40,70263;22,60691;;;;;;;;;;;
GRC01385;EL10011064;Greece;Groundwater station;H245A;;;;;4;TREND;;European Environment Agency;40,60143;22,55777;;;;;;;;;;;
GRC01386;EL10011065;Greece;Groundwater station;H230;;;;;-1;TREND;;European Environment Agency;40,53631;22,67794;;;;;;;;;;;
GRC01387;EL10011066;Greece;Groundwater station;H182;;;;;3;TREND;;European Environment Agency;40,68112;22,44965;;;;;;;;;;;
GRC01388;EL10011067;Greece;Groundwater station;H194;;;;;0;TREND;;European Environment Agency;40,68065;22,52082;;;;;;;;;;;
GRC01389;EL10011068;Greece;Groundwater station;G42;;;;;13;TREND;;European Environment Agency;40,7588;22,46292;;;;;;;;;;;
GRC01390;EL10011069;Greece;Groundwater station;G5A;;;;;77;TREND;;European Environment Agency;40,80601;22,42889;;;;;;;;;;;
GRC01391;EL10011070;Greece;Groundwater station;GTH17;;;;;30;TREND;;European Environment Agency;40,80845;22,33789;;;;;;;;;;;
GRC01392;EL10011071;Greece;Groundwater station;G52;;;;;32;TREND;;European Environment Agency;40,82932;22,23644;;;;;;;;;;;
GRC01393;EL10020919;Greece;Groundwater station;6;;;;;67;TREND;;European Environment Agency;40,84938;22,23832;;;;;;;;;;;
GRC01394;EL10021002;Greece;Groundwater station;20;;;VARDAR;;562;TREND;;European Environment Agency;40,9918;22,3916;;;;;;;;;;;
GRC01395;EL10021003;Greece;Groundwater station;14;;;;;45;TREND;;European Environment Agency;40,84394;22,30799;;;;;;;;;;;
GRC01396;EL10031006;Greece;Groundwater station;G24;;;VARDAR;;30;TREND;;European Environment Agency;40,96393;22,56043;;;;;;;;;;;
GRC01397;EL10031007;Greece;Groundwater station;AP1;;;VARDAR;;62;TREND;;European Environment Agency;40,85626;22,58117;;;;;;;;;;;
GRC01398;EL10031008;Greece;Groundwater station;AG293;;;VARDAR;;26;TREND;;European Environment Agency;40,87247;22,66715;;;;;;;;;;;
GRC01399;EL10031010;Greece;Groundwater station;AX13;;;VARDAR;;79;TREND;;European Environment Agency;40,75562;22,70426;;;;;;;;;;;
GRC01400;EL10031014;Greece;Groundwater station;10 G10;;;VARDAR;;91;TREND;;European Environment Agency;41,05365;22,77231;;;;;;;;;;;
GRC01401;EL10031015;Greece;Groundwater station;AX46;;;VARDAR;;86;TREND;;European Environment Agency;40,93582;22,52938;;;;;;;;;;;
GRC01402;EL10031033;Greece;Groundwater station;AG138;;;VARDAR;;21;TREND;;European Environment Agency;41,05061;22,65189;;;;;;;;;;;
GRC01403;EL10031034;Greece;Groundwater station;AX54;;;VARDAR;;5;TREND;;European Environment Agency;40,66792;22,71007;;;;;;;;;;;
GRC01404;EL10031041;Greece;Groundwater station;AX601;;;VARDAR;;23;TREND;;European Environment Agency;40,90361;22,62258;;;;;;;;;;;
GRC01405;EL10031042;Greece;Groundwater station;AG402;;;VARDAR;;21;TREND;;European Environment Agency;40,88044;22,63461;;;;;;;;;;;
GRC01406;EL10031043;Greece;Groundwater station;AX125;;;VARDAR;;69;TREND;;European Environment Agency;40,92135;22,74006;;;;;;;;;;;
GRC01407;EL10031045;Greece;Groundwater station;AX39;;;VARDAR;;17;TREND;;European Environment Agency;40,8561;22,60095;;;;;;;;;;;
GRC01408;EL10031046;Greece;Groundwater station;AX4;;;;;25;TREND;;European Environment Agency;40,71163;22,7606;;;;;;;;;;;
GRC01409;EL10031048;Greece;Groundwater station;THG224;;;;;0;TREND;;European Environment Agency;40,5804;22,6628;;;;;;;;;;;
GRC01410;EL10031072;Greece;Groundwater station;AX173;;;VARDAR;;35;TREND;;European Environment Agency;40,84896;22,67772;;;;;;;;;;;
GRC01411;EL10031073;Greece;Groundwater station;GG167;;;VARDAR;;131;TREND;;European Environment Agency;40,96855;22,79169;;;;;;;;;;;
GRC01412;EL10031074;Greece;Groundwater station;CG28;;;VARDAR;;95;TREND;;European Environment Agency;41,0859;22,78508;;;;;;;;;;;
GRC01413;EL10031075;Greece;Groundwater station;AX48;;;VARDAR;;15;TREND;;European Environment Agency;40,83059;22,61422;;;;;;;;;;;
GRC01414;EL10031076;Greece;Groundwater station;AX95;;;VARDAR;;120;TREND;;European Environment Agency;40,81685;22,72779;;;;;;;;;;;
GRC01415;EL10031077;Greece;Groundwater station;TG41;;;VARDAR;;88;TREND;;European Environment Agency;40,86695;22,52911;;;;;;;;;;;
GRC01416;EL10031078;Greece;Groundwater station;TG16;;;VARDAR;;15;TREND;;European Environment Agency;40,79652;22,60099;;;;;;;;;;;
GRC01417;EL10031079;Greece;Groundwater station;CG11;;;VARDAR;;3;TREND;;European Environment Agency;40,62591;22,74099;;;;;;;;;;;
GRC01418;EL10031080;Greece;Groundwater station;CG14A;;;VARDAR;;2;TREND;;European Environment Agency;40,63324;22,72036;;;;;;;;;;;
GRC01419;EL10031081;Greece;Groundwater station;AX24;;;VARDAR;;2;TREND;;European Environment Agency;40,63728;22,75192;;;;;;;;;;;
GRC01420;EL10041012;Greece;Groundwater station;G21;;;VARDAR;;176;TREND;;European Environment Agency;41,25022;22,82786;;;;;;;;;;;
GRC01421;EL10041013;Greece;Groundwater station;10 G4;;;VARDAR;;150;TREND;;European Environment Agency;41,19315;22,77603;;;;;;;;;;;
GRC01422;EL10041080;Greece;Groundwater station;DG46B;;;VARDAR;;152;TREND;;European Environment Agency;41,22631;22,789;;;;;;;;;;;
GRC01423;EL10041081;Greece;Groundwater station;DG58;;;VARDAR;;218;TREND;;European Environment Agency;41,2727;22,81902;;;;;;;;;;;
GRC01424;EL10041082;Greece;Groundwater station;DG70;;;VARDAR;;163;TREND;;European Environment Agency;41,17737;22,78493;;;;;;;;;;;
GRC01425;EL10051015;Greece;Groundwater station;GL411;;;;;169;TREND;;European Environment Agency;40,98672;22,93584;;;;;;;;;;;
GRC01426;EL10051016;Greece;Groundwater station;G26;;;;;68;TREND;;European Environment Agency;40,83632;22,86525;;;;;;;;;;;
GRC01427;EL10051017;Greece;Groundwater station;G27;;;;;9;TREND;;European Environment Agency;40,67437;22,80735;;;;;;;;;;;
GRC01428;EL10051038;Greece;Groundwater station;GL429;;;;;15;TREND;;European Environment Agency;40,69214;22,83402;;;;;;;;;;;
GRC01429;EL10051047;Greece;Groundwater station;GL406;;;;;84;TREND;;European Environment Agency;40,8595;22,90108;;;;;;;;;;;
GRC01430;EL10051083;Greece;Groundwater station;GL415;;;;;252;TREND;;European Environment Agency;41,02673;22,88944;;;;;;;;;;;
GRC01431;EL10051084;Greece;Groundwater station;GL4;;;;;67;TREND;;European Environment Agency;40,83193;22,87974;;;;;;;;;;;
